50 0.000022
50 0.000019
50 0.000018
50 0.000022
50 0.000021
50 0.000018
50 0.000018
50 0.000018
50 0.000023
50 0.000023
50 0.000018
50 0.000018
50 0.000023
50 0.000022
50 0.000018
50 0.000018
50 0.000019
50 0.000022
50 0.000022
50 0.000020
50 0.000019
50 0.000023
50 0.000023
50 0.000018
50 0.000019
50 0.000018
50 0.000021
50 0.000023
50 0.000017
50 0.000017
50 0.000018
50 0.000020
50 0.000017
50 0.000019
50 0.000016
50 0.000020
50 0.000021
50 0.000017
50 0.000018
50 0.000018
50 0.000023
50 0.000021
50 0.000018
50 0.000019
50 0.000022
50 0.000022
50 0.000018
50 0.000018
50 0.000019
50 0.000021
50 0.000020 
100 0.000020
100 0.000021
100 0.000021
100 0.000020
100 0.000025
100 0.000024
100 0.000026
100 0.000015
100 0.000015
100 0.000016
100 0.000019
100 0.000020
100 0.000015
100 0.000016
100 0.000016
100 0.000020
100 0.000019
100 0.000020
100 0.000017
100 0.000017
100 0.000017
100 0.000020
100 0.000020
100 0.000020
100 0.000017
100 0.000017
100 0.000016
100 0.000019
100 0.000019
100 0.000016
100 0.000015
100 0.000015
100 0.000016
100 0.000021
100 0.000019
100 0.000017
100 0.000018
100 0.000018
100 0.000017
100 0.000021
100 0.000020
100 0.000016
100 0.000018
100 0.000018
100 0.000017
100 0.000020
100 0.000021
100 0.000019
100 0.000018
100 0.000018
100 0.000038 
150 0.000018
150 0.000017
150 0.000020
150 0.000023
150 0.000020
150 0.000022
150 0.000022
150 0.000024
150 0.000021
150 0.000025
150 0.000031
150 0.000027
150 0.000032
150 0.000026
150 0.000031
150 0.000042
150 0.000031
150 0.000028
150 0.000029
150 0.000027
150 0.000032
150 0.000032
150 0.000029
150 0.000023
150 0.000026
150 0.000023
150 0.000026
150 0.000022
150 0.000055
150 0.000023
150 0.000028
150 0.000022
150 0.000017
150 0.000017
150 0.000020
150 0.000017
150 0.000019
150 0.000017
150 0.000019
150 0.000016
150 0.000016
150 0.000020
150 0.000015
150 0.000018
150 0.000016
150 0.000018
150 0.000016
150 0.000016
150 0.000017
150 0.000018
150 0.000062 
200 0.000015
200 0.000017
200 0.000016
200 0.000018
200 0.000019
200 0.000019
200 0.000019
200 0.000019
200 0.000018
200 0.000019
200 0.000018
200 0.000015
200 0.000015
200 0.000017
200 0.000031
200 0.000026
200 0.000025
200 0.000021
200 0.000021
200 0.000018
200 0.000016
200 0.000018
200 0.000018
200 0.000018
200 0.000018
200 0.000018
200 0.000016
200 0.000019
200 0.000017
200 0.000018
200 0.000020
200 0.000020
200 0.000020
200 0.000018
200 0.000018
200 0.000021
200 0.000019
200 0.000021
200 0.000020
200 0.000017
200 0.000017
200 0.000017
200 0.000017
200 0.000017
200 0.000019
200 0.000018
200 0.000017
200 0.000017
200 0.000017
200 0.000017
200 0.000080 
250 0.000016
250 0.000021
250 0.000026
250 0.000018
250 0.000018
250 0.000021
250 0.000019
250 0.000017
250 0.000021
250 0.000018
250 0.000020
250 0.000022
250 0.000019
250 0.000018
250 0.000021
250 0.000019
250 0.000023
250 0.000023
250 0.000019
250 0.000022
250 0.000024
250 0.000021
250 0.000024
250 0.000020
250 0.000021
250 0.000022
250 0.000018
250 0.000019
250 0.000022
250 0.000018
250 0.000017
250 0.000021
250 0.000018
250 0.000019
250 0.000023
250 0.000020
250 0.000019
250 0.000024
250 0.000020
250 0.000021
250 0.000023
250 0.000019
250 0.000022
250 0.000022
250 0.000018
250 0.000020
250 0.000020
250 0.000024
250 0.000023
250 0.000018
250 0.000101 
300 0.000017
300 0.000023
300 0.000022
300 0.000020
300 0.000020
300 0.000023
300 0.000023
300 0.000020
300 0.000021
300 0.000022
300 0.000020
300 0.000022
300 0.000020
300 0.000020
300 0.000022
300 0.000026
300 0.000021
300 0.000024
300 0.000021
300 0.000021
300 0.000024
300 0.000027
300 0.000028
300 0.000023
300 0.000024
300 0.000022
300 0.000020
300 0.000022
300 0.000024
300 0.000020
300 0.000022
300 0.000022
300 0.000025
300 0.000022
300 0.000021
300 0.000025
300 0.000027
300 0.000020
300 0.000021
300 0.000023
300 0.000021
300 0.000019
300 0.000020
300 0.000035
300 0.000019
300 0.000019
300 0.000019
300 0.000022
300 0.000020
300 0.000019
300 0.000123 
350 0.000018
350 0.000019
350 0.000024
350 0.000022
350 0.000024
350 0.000020
350 0.000020
350 0.000020
350 0.000019
350 0.000019
350 0.000024
350 0.000022
350 0.000022
350 0.000021
350 0.000018
350 0.000020
350 0.000018
350 0.000019
350 0.000023
350 0.000022
350 0.000024
350 0.000018
350 0.000017
350 0.000018
350 0.000019
350 0.000018
350 0.000023
350 0.000023
350 0.000021
350 0.000017
350 0.000021
350 0.000024
350 0.000024
350 0.000020
350 0.000020
350 0.000014
350 0.000017
350 0.000017
350 0.000016
350 0.000016
350 0.000014
350 0.000013
350 0.000013
350 0.000013
350 0.000013
350 0.000020
350 0.000015
350 0.000022
350 0.000019
350 0.000018
350 0.000142 
400 0.000021
400 0.000017
400 0.000022
400 0.000013
400 0.000015
400 0.000013
400 0.000016
400 0.000015
400 0.000017
400 0.000013
400 0.000017
400 0.000014
400 0.000017
400 0.000015
400 0.000017
400 0.000014
400 0.000017
400 0.000017
400 0.000016
400 0.000015
400 0.000017
400 0.000015
400 0.000016
400 0.000014
400 0.000027
400 0.000018
400 0.000019
400 0.000021
400 0.000021
400 0.000016
400 0.000021
400 0.000016
400 0.000024
400 0.000020
400 0.000022
400 0.000018
400 0.000022
400 0.000018
400 0.000024
400 0.000019
400 0.000022
400 0.000019
400 0.000022
400 0.000020
400 0.000020
400 0.000026
400 0.000016
400 0.000022
400 0.000016
400 0.000029
400 0.000160 
450 0.000014
450 0.000018
450 0.000031
450 0.000015
450 0.000038
450 0.000019
450 0.000035
450 0.000017
450 0.000034
450 0.000016
450 0.000014
450 0.000017
450 0.000018
450 0.000017
450 0.000017
450 0.000016
450 0.000016
450 0.000016
450 0.000015
450 0.000015
450 0.000015
450 0.000018
450 0.000017
450 0.000018
450 0.000017
450 0.000015
450 0.000016
450 0.000025
450 0.000036
450 0.000017
450 0.000027
450 0.000016
450 0.000026
450 0.000017
450 0.000019
450 0.000017
450 0.000031
450 0.000019
450 0.000022
450 0.000016
450 0.000017
450 0.000015
450 0.000018
450 0.000019
450 0.000018
450 0.000019
450 0.000028
450 0.000020
450 0.000018
450 0.000019
450 0.000180 
500 0.000019
500 0.000015
500 0.000017
500 0.000027
500 0.000032
500 0.000034
500 0.000021
500 0.000020
500 0.000021
500 0.000018
500 0.000018
500 0.000018
500 0.000032
500 0.000045
500 0.000027
500 0.000023
500 0.000052
500 0.000027
500 0.000029
500 0.000056
500 0.000039
500 0.000028
500 0.000023
500 0.000022
500 0.000023
500 0.000029
500 0.000023
500 0.000019
500 0.000027
500 0.000023
500 0.000020
500 0.000019
500 0.000021
500 0.000021
500 0.000019
500 0.000024
500 0.000022
500 0.000019
500 0.000020
500 0.000021
500 0.000019
500 0.000020
500 0.000020
500 0.000018
500 0.000021
500 0.000020
500 0.000019
500 0.000020
500 0.000021
500 0.000021
500 0.000204 
550 0.000018
550 0.000017
550 0.000030
550 0.000016
550 0.000016
550 0.000021
550 0.000021
550 0.000017
550 0.000015
550 0.000017
550 0.000015
550 0.000014
550 0.000016
550 0.000014
550 0.000014
550 0.000016
550 0.000018
550 0.000015
550 0.000015
550 0.000018
550 0.000015
550 0.000015
550 0.000018
550 0.000014
550 0.000014
550 0.000037
550 0.000016
550 0.000014
550 0.000017
550 0.000016
550 0.000015
550 0.000017
550 0.000016
550 0.000015
550 0.000015
550 0.000016
550 0.000015
550 0.000016
550 0.000018
550 0.000025
550 0.000020
550 0.000015
550 0.000016
550 0.000016
550 0.000015
550 0.000017
550 0.000019
550 0.000018
550 0.000016
550 0.000016
550 0.000221 
600 0.000015
600 0.000015
600 0.000015
600 0.000015
600 0.000015
600 0.000014
600 0.000014
600 0.000016
600 0.000016
600 0.000016
600 0.000016
600 0.000017
600 0.000015
600 0.000015
600 0.000015
600 0.000014
600 0.000015
600 0.000014
600 0.000015
600 0.000015
600 0.000017
600 0.000016
600 0.000018
600 0.000017
600 0.000016
600 0.000016
600 0.000014
600 0.000015
600 0.000014
600 0.000014
600 0.000015
600 0.000013
600 0.000015
600 0.000016
600 0.000015
600 0.000017
600 0.000016
600 0.000017
600 0.000014
600 0.000013
600 0.000014
600 0.000014
600 0.000015
600 0.000014
600 0.000015
600 0.000015
600 0.000016
600 0.000017
600 0.000018
600 0.000017
600 0.000237 
650 0.000013
650 0.000017
650 0.000014
650 0.000016
650 0.000013
650 0.000016
650 0.000015
650 0.000016
650 0.000015
650 0.000014
650 0.000015
650 0.000016
650 0.000015
650 0.000014
650 0.000016
650 0.000014
650 0.000016
650 0.000018
650 0.000016
650 0.000015
650 0.000018
650 0.000015
650 0.000017
650 0.000015
650 0.000014
650 0.000015
650 0.000015
650 0.000018
650 0.000015
650 0.000017
650 0.000014
650 0.000018
650 0.000014
650 0.000018
650 0.000017
650 0.000038
650 0.000015
650 0.000016
650 0.000016
650 0.000019
650 0.000017
650 0.000015
650 0.000016
650 0.000016
650 0.000018
650 0.000016
650 0.000018
650 0.000015
650 0.000018
650 0.000017
650 0.000253 
700 0.000015
700 0.000014
700 0.000017
700 0.000017
700 0.000017
700 0.000014
700 0.000020
700 0.000027
700 0.000017
